region,year,mean,sdev
CYP,1980-1999,5.6208362417489561e-05,8.2567625234986449e-05
TON,1980-1999,5.2065074731981979e-05,7.2206851568755283e-05
MHL,1980-1999,2.7696811704774359e-05,9.294023969115622e-05
CHN,1980-1999,5.1204084365812581e-05,5.8832945688466747e-05
MAF,1980-1999,2.3320190403726877e-05,9.7623506184528101e-05
VUT,1980-1999,3.5151311820759659e-05,8.4555819515370217e-05
SPM,1980-1999,9.8089245092895146e-05,0.0001044532487812128
BEL,1980-1999,1.5194983120200568e-05,2.2977455928815633e-05
ISL,1980-1999,1.650569698065203e-06,8.7474952400643315e-06
CHL,1980-1999,5.5289014899622584e-05,4.9319991844127811e-05
POL,1980-1999,4.4217196246946645e-05,4.5383506283432945e-05
MLT,1980-1999,6.0834557423303514e-05,7.6910177126382321e-05
FUND-FSU,1980-1999,8.4221022483868478e-05,9.0497031274837427e-05
GMB,1980-1999,-0.00010381275060950023,0.00013482071876922951
BLM,1980-1999,5.7963138492067336e-05,8.8625094995489339e-05
KHM,1980-1999,-0.00012297566961455011,0.00015406774258195879
GTM,1980-1999,8.6149318136045019e-05,9.5712646052501231e-05
DMA,1980-1999,4.9797881751332923e-05,8.8047981609467042e-05
HTI,1980-1999,-0.00010964246110701373,0.00018433614171732996
SRB,1980-1999,8.331917341527119e-05,0.00010545144885606479
NLD,1980-1999,9.1602911295207073e-06,2.2553878543107084e-05
UMI,1980-1999,2.1702619041288868e-05,9.1614463191517918e-05
BRB,1980-1999,8.0966616470349591e-05,0.00013763535809206752
GNB,1980-1999,-0.00014206275052804619,0.00015946362529098182
GRL,1980-1999,0.00038408781476578351,0.00044841935930227741
TWN,1980-1999,nan,nan
COG,1980-1999,-2.244174281484289e-05,0.00010753898416579271
COD,1980-1999,-9.1428513562006472e-05,0.00020959739058854984
IRL,1980-1999,1.0602702685909159e-05,1.8243094442231804e-05
JOR,1980-1999,9.5227008721315636e-05,0.00011766930817219099
BHR,1980-1999,4.4017589003093981e-05,0.0001201588524682117
YEM,1980-1999,8.4779229106159468e-05,0.00012887849162643956
NPL,1980-1999,3.8812363094617592e-05,0.00014658432046296325
LAO,1980-1999,-3.7957291456718409e-05,9.7777398756716146e-05
CAN,1980-1999,1.0979342428499448e-05,2.391405998801923e-05
URY,1980-1999,3.8523975856497935e-05,4.9344577516472707e-05
KWT,1980-1999,4.6654238371271341e-05,0.00011346347895272723
CPV,1980-1999,7.3167204620732236e-05,0.00011868988270114096
SHN,1980-1999,0.0001046839475885058,0.00010439642085828615
UGA,1980-1999,1.721858025836139e-05,0.00015849787372934995
UKR,1980-1999,8.9109885424316267e-05,0.00010845947164834199
TCD,1980-1999,-0.00025284110712656122,0.00026888238308689751
SSD,1980-1999,-2.0906651046276564e-05,0.00013876091446590486
PLW,1980-1999,5.3021950282178603e-06,0.00010622336316054508
HMD,1980-1999,nan,nan
PHL,1980-1999,-3.8110001564659975e-05,0.00010370632563096495
CA-,1980-1999,6.5996284416831351e-05,0.00011157386966904692
WSM,1980-1999,-6.1319972542630506e-06,8.9063373180078335e-05
DNK,1980-1999,1.4279475467986699e-05,2.3357499317508303e-05
ESH,1980-1999,4.2043731326341368e-05,7.4425262838073944e-05
FUND-CHI,1980-1999,5.185641196843014e-05,5.8706949453549951e-05
ATF,1980-1999,nan,nan
BFA,1980-1999,-0.00025870149045263495,0.00025729358570399341
VEN,1980-1999,4.1676703443947019e-05,9.5372443899065923e-05
ARM,1980-1999,9.8469668952139893e-05,0.00012438335539724095
