region,year,mean,sdev
CYP,1980-1999,6.939196101203403e-05,8.5745498411406724e-05
TON,1980-1999,4.1956873113570175e-05,7.9970681010876795e-05
MHL,1980-1999,4.3768995745124448e-05,0.00010123155974200341
CHN,1980-1999,4.6210019838750678e-05,5.6037579815378062e-05
MAF,1980-1999,3.0782899130524311e-05,0.00010796727189695628
VUT,1980-1999,3.0837322381840363e-05,8.3886484027125322e-05
SPM,1980-1999,0.00010532591933515835,0.00011975678649183379
BEL,1980-1999,1.314514567664816e-05,2.1283183792678514e-05
ISL,1980-1999,1.1973392678317575e-06,8.8084734481815664e-06
CHL,1980-1999,6.3251794330673091e-05,4.6156023736080128e-05
POL,1980-1999,4.756754906731882e-05,4.9175063691559523e-05
MLT,1980-1999,6.6044553753242987e-05,7.5400449513513167e-05
FUND-FSU,1980-1999,8.0243745013419308e-05,8.6868044355027893e-05
GMB,1980-1999,-9.6922824345548357e-05,0.00013988627752949774
BLM,1980-1999,6.6266967567679737e-05,9.1466558887965551e-05
KHM,1980-1999,-0.00012789673424672921,0.00016917811832810694
GTM,1980-1999,7.7066112458191085e-05,8.3638595960674488e-05
DMA,1980-1999,5.61170833936111e-05,9.3152367781099133e-05
HTI,1980-1999,-9.6882844076770012e-05,0.00018662973344519168
SRB,1980-1999,9.6619115347719905e-05,0.00011100000355520064
NLD,1980-1999,7.8026131450225397e-06,2.1259397533164747e-05
UMI,1980-1999,4.0740063625010486e-05,9.7557622397822803e-05
BRB,1980-1999,9.2181677328507603e-05,0.0001412906004654486
GNB,1980-1999,-0.00013990259007666973,0.00017178627879531325
GRL,1980-1999,0.00038191520388232804,0.00054172012920687977
TWN,1980-1999,nan,nan
COG,1980-1999,-1.6683438496104925e-05,0.00011155838714440908
COD,1980-1999,-8.5721638644592208e-05,0.00022373030640036718
IRL,1980-1999,9.821090336465567e-06,1.7208270745652357e-05
JOR,1980-1999,0.0001020654843694993,0.00013515895536047551
BHR,1980-1999,4.4695354627630597e-05,0.0001051677926731243
YEM,1980-1999,8.5097028111364394e-05,0.0001266803153912448
NPL,1980-1999,3.7510677371007773e-05,0.00017164873495651778
LAO,1980-1999,-2.582311228357633e-05,0.00010609171198017886
CAN,1980-1999,1.127686551574943e-05,2.4858267340064953e-05
URY,1980-1999,3.9584114649890221e-05,4.7338146657068081e-05
KWT,1980-1999,4.9967958047587529e-05,0.00010381767540020014
CPV,1980-1999,7.9239070455842242e-05,0.00013453704020066612
SHN,1980-1999,0.00011577112753085549,0.00011355714259735853
UGA,1980-1999,2.7796156631660349e-05,0.00017066668935702926
UKR,1980-1999,0.00010636682974843525,0.00011663142129938285
TCD,1980-1999,-0.00024136918925854659,0.00026827541221355501
SSD,1980-1999,-1.5769394817373633e-05,0.0001537943360705605
PLW,1980-1999,1.2240858579625537e-05,0.00011223786015803886
HMD,1980-1999,nan,nan
PHL,1980-1999,-3.8675614492815313e-05,0.00011392480964100009
CA-,1980-1999,8.155516695504247e-05,0.00011365327578130367
WSM,1980-1999,-5.3307977641240452e-06,9.4923317855997246e-05
DNK,1980-1999,1.2515345917392754e-05,2.3197618616865705e-05
ESH,1980-1999,4.9489281185458903e-05,7.7745585786883297e-05
FUND-CHI,1980-1999,4.686656355145799e-05,5.5819946511295802e-05
ATF,1980-1999,nan,nan
BFA,1980-1999,-0.00027063554571853826,0.00027805765795609711
VEN,1980-1999,4.805798182410624e-05,9.6406163364767946e-05
ARM,1980-1999,9.2790355828100747e-05,0.00011806322251127285
TJK,1980-1999,0.00012252440041864154,0.00017910280298869905
EST,1980-1999,4.5040275340091875e-05,5.3177517659003237e-05
ARE,1980-1999,6.0242956742491204e-05,0.00010084180143165915
THA,1980-1999,2.8738780872824909e-06,9.8246721678331319e-05
FUND-USA,1980-1999,2.6637933192436929e-05,4.1402716663203724e-05
MAR,1980-1999,0.00011499059703838087,0.00013975229635894288
ZMB,1980-1999,4.4272505681189351e-05,0.00016121277142086985
FUND-SIS,1980-1999,4.9065360598977296e-06,0.00010840865603359802
,1980-1999,4.0597799332840719e-05,8.2623452421368338e-05
IND,1980-1999,-5.5553893311859687e-05,0.00012133610882331518
GGY,1980-1999,9.5712715321589188e-05,9.0947931023706923e-05
MSR,1980-1999,3.0825103943618446e-05,0.00010321962845811166
PCN,1980-1999,0.00010053295554560668,0.00012197888140743443
MKD,1980-1999,9.5974240225315849e-05,0.00010364658246756003
COK,1980-1999,5.5217822639686904e-05,8.4126132645281925e-05
KO-,1980-1999,0.00010639780320422854,0.00011447062066836896
STP,1980-1999,0.00012047868360639931,0.00017246937494399541
AIA,1980-1999,3.2957505495807684e-05,0.00010568769096682239
UZB,1980-1999,8.5013386756130791e-05,0.00015971042667006468
TZA,1980-1999,2.2270493196448574e-05,0.00014957341749071513
SLE,1980-1999,-0.00010597618817308913,0.00016639781095318174
SWZ,1980-1999,6.4382107520892696e-05,9.7837390400778591e-05
PER,1980-1999,8.7279407852877355e-05,7.1470901880130126e-05
BRN,1980-1999,0.00015029652640225678,0.00015658891808379514
ATG,1980-1999,1.9921607938486452e-05,0.00011735674459577807
LIE,1980-1999,9.4663641577062674e-05,9.6353963210966462e-05
GIN,1980-1999,-7.7650688293371466e-05,0.00016312115977296836
SMR,1980-1999,0.0001109322663572332,0.00010703659451219839
AGO,1980-1999,6.7215194978339178e-05,8.7340824123548268e-05
TUR,1980-1999,7.6996321758607232e-05,8.3533380157809368e-05
AND,1980-1999,9.7794296055749e-05,9.039386015010655e-05
DOM,1980-1999,4.8642090090863785e-05,0.00011570292669910347
PAK,1980-1999,-7.873347761822155e-05,0.0001684524864251683
LCA,1980-1999,4.3999470705045589e-05,0.00010363382989382748
MWI,1980-1999,2.2246347392719981e-05,0.00019588153182840983
CUW,1980-1999,-1.2006695729145964e-05,0.00013204843817016333
NER,1980-1999,-0.00041949823897328628,0.00042573179509906389
ALA,1980-1999,0.00011950690877530062,0.00012234550689733251
