region,year,mean,sdev
CYP,1980-1999,-2.407553015502113e-06,5.6837378173197115e-05
TON,1980-1999,1.2538517693011463e-05,4.082518081178265e-05
MHL,1980-1999,1.4672568497334209e-05,8.8026675438082418e-05
CHN,1980-1999,6.4191898316407911e-08,2.5657418602937315e-05
MAF,1980-1999,1.9883919864301845e-05,9.7956670387053008e-05
VUT,1980-1999,1.6634266311252365e-05,6.0816256478015551e-05
SPM,1980-1999,1.3374095503019343e-05,2.1416788167562675e-05
BEL,1980-1999,-6.5593495545586403e-07,8.5180672426569234e-06
ISL,1980-1999,1.576133361134785e-05,3.1429446900638817e-05
CHL,1980-1999,4.0546324098281681e-06,1.2905878775272669e-05
POL,1980-1999,5.3102135825573213e-06,1.2364200559601906e-05
MLT,1980-1999,-3.2118197540523553e-07,5.0421454948561846e-05
FUND-FSU,1980-1999,9.5855125097774987e-06,2.2271400946496477e-05
GMB,1980-1999,-1.0713049459794301e-05,9.7095701914421989e-05
BLM,1980-1999,2.3327362019328247e-05,6.2557226363494671e-05
KHM,1980-1999,-2.6905516462713502e-05,0.00011423713852231776
GTM,1980-1999,1.7587452443678784e-05,4.3016189897862933e-05
DMA,1980-1999,2.4024738400071087e-05,7.1671670895244021e-05
HTI,1980-1999,4.1616892714484464e-06,0.00011515661237394014
SRB,1980-1999,9.4101847754875755e-06,2.7231105117655012e-05
NLD,1980-1999,1.9619557848766622e-07,9.2742258838005453e-06
UMI,1980-1999,1.4727418221778469e-05,8.7221748129001874e-05
BRB,1980-1999,2.5555057662472069e-05,0.00010918044943570613
GNB,1980-1999,-1.4617005584912262e-05,0.00010188078641501851
GRL,1980-1999,4.4668860422146793e-05,8.3980288783904076e-05
TWN,1980-1999,nan,nan
COG,1980-1999,1.5016374038879613e-05,8.3865065646635017e-05
COD,1980-1999,1.639103535286376e-05,8.7525770228304042e-05
IRL,1980-1999,7.7334506496938957e-07,5.8684635795916931e-06
JOR,1980-1999,8.3864107995341286e-06,4.8997577342718736e-05
BHR,1980-1999,-3.7348504180469518e-05,0.0001183961151453029
YEM,1980-1999,1.151632182768587e-05,5.5696586922537613e-05
NPL,1980-1999,1.0732339378382966e-06,6.4744852665853616e-05
LAO,1980-1999,1.1248746932597217e-06,7.3974519088767935e-05
CAN,1980-1999,1.7339095402013479e-05,1.6724931897226623e-05
URY,1980-1999,3.5912597457776214e-06,1.9883184291868484e-05
KWT,1980-1999,-3.1897415845256941e-05,0.00010099918015108276
CPV,1980-1999,2.6370105306573401e-05,6.5082980245962049e-05
SHN,1980-1999,1.3752134506042488e-05,2.5847689145228186e-05
UGA,1980-1999,3.3114289602566105e-05,7.6055341708595978e-05
UKR,1980-1999,1.2319201594184161e-05,2.5081630360480762e-05
TCD,1980-1999,-7.0519831263702465e-05,0.00015720477556287727
SSD,1980-1999,-1.0848821444406596e-05,0.00014420878473416393
PLW,1980-1999,1.26341567962155e-05,0.0001087170643581895
HMD,1980-1999,nan,nan
PHL,1980-1999,6.2787512779399585e-06,9.3534095186596672e-05
CA-,1980-1999,-4.6526162249390094e-06,4.0966737714550208e-05
WSM,1980-1999,8.9557808136042026e-06,8.4095215918870837e-05
DNK,1980-1999,3.8029459956939344e-06,1.0354604385083473e-05
ESH,1980-1999,8.3015713104253094e-06,5.7774140787653873e-05
FUND-CHI,1980-1999,2.4880523724441824e-07,2.5484683243661598e-05
ATF,1980-1999,nan,nan
BFA,1980-1999,-7.2963780495742268e-05,0.00015529238634942775
VEN,1980-1999,1.5588972821917173e-05,9.0825260234048935e-05
ARM,1980-1999,8.8606229924552496e-06,2.6671591141993025e-05
TJK,1980-1999,5.9763940261853996e-06,3.5367179226921318e-05
EST,1980-1999,1.0954966402948257e-05,1.662720387776726e-05
ARE,1980-1999,-1.2051998079892555e-05,8.7795379732036677e-05
THA,1980-1999,-2.0764189072180529e-07,9.24908062781857e-05
FUND-USA,1980-1999,-1.3750826803875549e-06,2.8092615971533299e-05
MAR,1980-1999,1.4365376979414523e-05,4.0270621641139266e-05
ZMB,1980-1999,3.0333351763271857e-05,7.4514435303615553e-05
FUND-SIS,1980-1999,1.4624735556342817e-05,9.5887576054710442e-05
,1980-1999,-2.5024644366415168e-06,4.529985117258182e-05
IND,1980-1999,-2.3892711468242991e-05,8.988691963162717e-05
GGY,1980-1999,7.9923407907507698e-06,1.3433261639186474e-05
MSR,1980-1999,2.0272998949981398e-05,9.3239769276717014e-05
PCN,1980-1999,1.2684553213145677e-05,2.8816435303339212e-05
MKD,1980-1999,1.0395688168969895e-05,2.384547809713284e-05
COK,1980-1999,1.0508652165663117e-05,3.0771227378285892e-05
KO-,1980-1999,1.2656727759239933e-05,2.478830863852773e-05
STP,1980-1999,4.3481576411173687e-05,6.1235913394106029e-05
AIA,1980-1999,1.9671763343686785e-05,9.5045536419960286e-05
UZB,1980-1999,-2.4546407647300715e-06,3.8041500056228004e-05
TZA,1980-1999,2.978951291078167e-05,6.8835474078129361e-05
SLE,1980-1999,1.2456422441503472e-06,9.2151612471252608e-05
SWZ,1980-1999,1.7159605543802069e-05,4.076866867505356e-05
PER,1980-1999,1.3469226646325449e-05,3.8935248582529546e-05
BRN,1980-1999,3.4007032738393486e-05,0.00010989335591738337
ATG,1980-1999,1.7762440825394187e-05,0.00010993655738041239
LIE,1980-1999,1.2897508102035542e-05,1.9885771831594707e-05
GIN,1980-1999,8.5431666419171565e-06,8.7935511507017139e-05
SMR,1980-1999,1.2156984396104609e-05,1.9949173679791653e-05
AGO,1980-1999,2.334935335932758e-05,5.8510221500676464e-05
TUR,1980-1999,1.2929000034154017e-06,3.397111667063667e-05
AND,1980-1999,1.4252126001591866e-05,2.0116774670528546e-05
DOM,1980-1999,2.0931476299545686e-05,0.00010843485182468788
PAK,1980-1999,-5.5256988953148588e-05,0.00010010212587615337
LCA,1980-1999,1.951615295664516e-05,9.0579473203116273e-05
MWI,1980-1999,3.1446057513927604e-05,7.3167064930144472e-05
CUW,1980-1999,-6.6330265057744259e-06,0.00012559790132246455
NER,1980-1999,-0.00013313240442231058,0.00020510602392023706
ALA,1980-1999,1.6547250284024398e-05,2.4105666936437043e-05
TTO,1980-1999,3.0598550767099612e-05,0.00011639684171333427
