region,year,mean,sdev
CYP,1980-1999,-8.161530858065355e-06,5.5260412507096755e-05
TON,1980-1999,1.3599022185008125e-05,4.0259157061400874e-05
MHL,1980-1999,5.3851965382546592e-06,8.5210305994317591e-05
CHN,1980-1999,-1.090302170251194e-06,2.7537559682470661e-05
MAF,1980-1999,1.071456891087094e-05,9.7796695799007166e-05
VUT,1980-1999,1.5344774948030789e-05,6.4130783478947651e-05
SPM,1980-1999,1.3271824345944134e-05,2.0961105134890039e-05
BEL,1980-1999,-1.3596124667521856e-06,1.0791996686845912e-05
ISL,1980-1999,1.3893462580210345e-05,3.0048426865499949e-05
CHL,1980-1999,3.145403246415297e-06,1.2882541173716896e-05
POL,1980-1999,5.0457608998873549e-06,1.2809851886099257e-05
MLT,1980-1999,-5.6550590249775513e-06,5.2745446880497482e-05
FUND-FSU,1980-1999,1.0216409146378981e-05,2.2069588608851714e-05
GMB,1980-1999,-1.9381128001378044e-05,0.00010003888354638671
BLM,1980-1999,1.677717916479037e-05,6.2469718970480144e-05
KHM,1980-1999,-3.5776723950693567e-05,0.00011043065011277813
GTM,1980-1999,1.6898799459649478e-05,5.0984072374824943e-05
DMA,1980-1999,1.710971335595729e-05,7.1420176026014529e-05
HTI,1980-1999,-5.3037277632141127e-06,0.00012018703063252965
SRB,1980-1999,6.7090335252075155e-06,2.4219459069920983e-05
NLD,1980-1999,-2.7405258740935229e-07,1.0447743236793291e-05
UMI,1980-1999,5.0991712548247208e-06,8.4394246882870273e-05
BRB,1980-1999,1.6227203506685616e-05,0.00011191630086742551
GNB,1980-1999,-2.2495739688093793e-05,0.00010138714473248489
GRL,1980-1999,4.3713387630006306e-05,7.345231820847819e-05
TWN,1980-1999,nan,nan
COG,1980-1999,9.3435620801366123e-06,8.7978052524539816e-05
COD,1980-1999,1.1616949838022076e-05,9.0042275363235309e-05
IRL,1980-1999,6.9960385263685902e-07,6.1778258524253729e-06
JOR,1980-1999,3.803583234607901e-06,4.507647664076617e-05
BHR,1980-1999,-4.276605804118992e-05,0.00012691887613968137
YEM,1980-1999,9.6075324912805527e-06,6.035428402826871e-05
NPL,1980-1999,-1.5516011510791776e-06,5.8282000028504111e-05
LAO,1980-1999,-7.892944639005566e-06,7.4082761607850028e-05
CAN,1980-1999,1.4183093217473767e-05,1.5291434032611138e-05
URY,1980-1999,1.8027902307624354e-06,2.0264122142933488e-05
KWT,1980-1999,-3.6611672543676328e-05,0.00010867398547767103
CPV,1980-1999,2.2103709462293142e-05,6.588821647996235e-05
SHN,1980-1999,1.2369626741773778e-05,2.4921582375527713e-05
UGA,1980-1999,3.0219852128926716e-05,7.4734351650925236e-05
UKR,1980-1999,1.1275914939633838e-05,2.3515892789215743e-05
TCD,1980-1999,-8.8719992276598428e-05,0.00016272442285894349
SSD,1980-1999,-2.0421113850480973e-05,0.0001409404941864603
PLW,1980-1999,4.8518459075246883e-06,0.00010575275666619362
HMD,1980-1999,nan,nan
PHL,1980-1999,-2.0582555726978461e-07,9.2484248872511281e-05
CA-,1980-1999,-7.197219307567198e-06,4.2973340436031372e-05
WSM,1980-1999,5.0723661083965226e-06,8.7286747669279344e-05
DNK,1980-1999,3.7313902039181927e-06,1.1146751982013896e-05
ESH,1980-1999,4.7011453612766159e-06,6.3524166924717738e-05
FUND-CHI,1980-1999,-8.9607532070826315e-07,2.7333937471342824e-05
ATF,1980-1999,nan,nan
BFA,1980-1999,-8.0611768927777575e-05,0.00015085531963008814
VEN,1980-1999,6.4201803445161131e-06,9.5235978970354657e-05
ARM,1980-1999,9.501492058750551e-06,2.7966044870095499e-05
TJK,1980-1999,9.2286923250254392e-06,4.3134873374656536e-05
EST,1980-1999,1.1131121223921457e-05,1.7622468828722147e-05
ARE,1980-1999,-1.5041567729097079e-05,9.5474657175692406e-05
THA,1980-1999,-1.0211333087589687e-05,9.2673946909920806e-05
FUND-USA,1980-1999,-2.964798968425214e-06,2.9489712587736056e-05
MAR,1980-1999,1.5037114397725585e-05,4.4413249756869039e-05
ZMB,1980-1999,2.395511816755179e-05,7.2777502096519917e-05
FUND-SIS,1980-1999,7.573532080428624e-06,0.00010101202412358817
,1980-1999,-5.9581308538379686e-06,4.7789144227814465e-05
IND,1980-1999,-3.127792837545223e-05,8.3369616538765565e-05
GGY,1980-1999,1.0648928638432118e-05,1.6419516560500239e-05
MSR,1980-1999,1.2035493350061039e-05,9.4005978315746304e-05
PCN,1980-1999,1.0602832850460206e-05,2.5218881924810438e-05
MKD,1980-1999,7.4975718039852487e-06,2.1448002566094939e-05
COK,1980-1999,7.5204153954866264e-06,2.7520098495456373e-05
KO-,1980-1999,9.6983188586930258e-06,2.2478303228596618e-05
STP,1980-1999,3.5867601723321757e-05,5.4910624761104892e-05
AIA,1980-1999,1.0793084428012387e-05,9.4944077932593976e-05
