region,year,mean,sdev
CYP,1980-1999,-5.3540199594783381e-06,5.1987527230493823e-05
TON,1980-1999,1.2727792493839612e-05,3.6585739768273897e-05
MHL,1980-1999,4.0450286203838782e-06,8.1640780101488653e-05
CHN,1980-1999,-1.0041470161300712e-06,2.5992205408200904e-05
MAF,1980-1999,1.2337750743319628e-05,9.1125812216830257e-05
VUT,1980-1999,1.3725213845356878e-05,5.6834992500310275e-05
SPM,1980-1999,1.1436919056385224e-05,1.9387988178672962e-05
BEL,1980-1999,-1.4799583604213158e-06,9.7942851095919952e-06
ISL,1980-1999,1.3208671988653546e-05,2.9377869134705016e-05
CHL,1980-1999,2.9590869826855929e-06,1.2280469887531163e-05
POL,1980-1999,4.5123792561673834e-06,1.1844333916001822e-05
MLT,1980-1999,-3.0752497605588566e-06,5.0522103746242969e-05
FUND-FSU,1980-1999,9.8536099258283257e-06,2.1113359178901501e-05
GMB,1980-1999,-1.6851411371968843e-05,9.5597239917238568e-05
BLM,1980-1999,1.7457114524609179e-05,5.7941337197881867e-05
KHM,1980-1999,-3.0329195374829956e-05,0.00010393247863116146
GTM,1980-1999,1.8005529042815007e-05,5.1152503440543344e-05
DMA,1980-1999,1.8256152496010963e-05,6.6918409731253333e-05
HTI,1980-1999,-3.8978362192092404e-06,0.0001127378048198329
SRB,1980-1999,7.0265226929073672e-06,2.2993602345823798e-05
NLD,1980-1999,-4.422657760119099e-07,9.9192073668075168e-06
UMI,1980-1999,5.1458705492231482e-06,8.3409764278196869e-05
BRB,1980-1999,2.0623562858450897e-05,0.00010495472611439018
GNB,1980-1999,-2.0220554086007327e-05,9.5768743651048328e-05
GRL,1980-1999,4.6127189490945037e-05,8.0072943325050697e-05
TWN,1980-1999,nan,nan
COG,1980-1999,8.8165451618213137e-06,8.2658478101020166e-05
COD,1980-1999,1.0853436025449947e-05,8.3205426366451124e-05
IRL,1980-1999,7.8437547751103122e-07,6.2903278121786048e-06
JOR,1980-1999,5.1788247127733776e-06,4.2202118757514178e-05
BHR,1980-1999,-4.4394705822877516e-05,0.00012610678163016111
YEM,1980-1999,1.0459055527688807e-05,5.7173361921357328e-05
NPL,1980-1999,-7.5266455758019531e-07,5.5113165381295673e-05
LAO,1980-1999,-6.5273389647897986e-06,6.8337046010398067e-05
CAN,1980-1999,1.3665432578200811e-05,1.4939700933054802e-05
URY,1980-1999,1.1588688434804146e-06,2.0859146273472499e-05
KWT,1980-1999,-3.8342320497010814e-05,0.00010943243705802147
CPV,1980-1999,2.478173334504271e-05,6.0194535708277543e-05
SHN,1980-1999,1.1101882639537655e-05,2.3907825706134773e-05
UGA,1980-1999,2.6632635460636722e-05,6.8775082914957877e-05
UKR,1980-1999,1.0885280058416528e-05,2.2189289778751525e-05
TCD,1980-1999,-8.6195524992660927e-05,0.00015830877717369187
SSD,1980-1999,-1.9771286303822732e-05,0.00013483246342129872
PLW,1980-1999,4.6296926716220247e-06,0.00010229600189428997
HMD,1980-1999,nan,nan
PHL,1980-1999,2.0613747934449026e-06,8.8872303516814802e-05
CA-,1980-1999,-6.7019353280039112e-06,4.1073520926091655e-05
WSM,1980-1999,1.6179704872943977e-06,7.989185688567606e-05
DNK,1980-1999,3.2606192138254326e-06,1.0907039159704519e-05
ESH,1980-1999,5.1125584885497389e-06,5.8511687097079397e-05
FUND-CHI,1980-1999,-8.2760379363813611e-07,2.5805503268761281e-05
ATF,1980-1999,nan,nan
BFA,1980-1999,-7.5958340979861053e-05,0.00013984354293847728
VEN,1980-1999,9.7116329222928321e-06,9.0963257346953483e-05
ARM,1980-1999,9.2598036836067735e-06,2.7622391123499549e-05
TJK,1980-1999,7.7241069363051792e-06,3.9973137186519087e-05
EST,1980-1999,1.0126265078080987e-05,1.769368811620524e-05
ARE,1980-1999,-1.8779162348465798e-05,9.5744888508870397e-05
THA,1980-1999,-7.6083957536283629e-06,8.8244413201955905e-05
FUND-USA,1980-1999,-3.4417449265273408e-06,2.7969278590335686e-05
MAR,1980-1999,1.3649285261093043e-05,4.0871892367507595e-05
ZMB,1980-1999,2.4501323193969594e-05,6.8609103876583557e-05
FUND-SIS,1980-1999,8.7308123599239342e-06,9.5452366609418204e-05
,1980-1999,-5.206433861039363e-06,4.4693460664682392e-05
IND,1980-1999,-2.7774634628856044e-05,8.0019224648265912e-05
GGY,1980-1999,1.0591073412799891e-05,1.6112762013484624e-05
MSR,1980-1999,1.3518947009790319e-05,8.7645362903677031e-05
PCN,1980-1999,9.5323230249628146e-06,2.4426035114874739e-05
MKD,1980-1999,6.9959883326881897e-06,2.057441133420075e-05
COK,1980-1999,6.6150384286388477e-06,2.5491797319497589e-05
KO-,1980-1999,8.8906116508955304e-06,2.1559142179320053e-05
STP,1980-1999,3.40791418419203e-05,4.9932163461969169e-05
AIA,1980-1999,1.2339673475666115e-05,8.8427654897676411e-05
UZB,1980-1999,-2.0483642848835813e-06,4.0418985063957296e-05
TZA,1980-1999,2.1413180636628586e-05,5.96600464314338e-05
SLE,1980-1999,-2.8229239763774466e-06,8.5126273584552797e-05
SWZ,1980-1999,1.3149927923695302e-05,3.7827885524235179e-05
PER,1980-1999,1.1750449327948059e-05,3.9286508985138782e-05
BRN,1980-1999,2.7280211383713427e-05,0.00010713383651420235
ATG,1980-1999,1.0098472402303824e-05,0.00010392970066791842
LIE,1980-1999,1.2702999281176254e-05,1.910272496526466e-05
GIN,1980-1999,2.7028876063963307e-06,7.9062969298018527e-05
SMR,1980-1999,1.0981643102268005e-05,2.0480943926835025e-05
AGO,1980-1999,1.8598101233555271e-05,5.419381386397498e-05
TUR,1980-1999,-4.7676870935700271e-07,3.130045368195631e-05
AND,1980-1999,1.5021736985848715e-05,2.1340539686276692e-05
DOM,1980-1999,1.4582982236673181e-05,0.00010528608525492249
PAK,1980-1999,-6.3074839224381448e-05,0.00011397671036598413
LCA,1980-1999,1.4374347289634537e-05,8.7244965928353287e-05
MWI,1980-1999,2.5804410483748052e-05,6.8822589742181806e-05
CUW,1980-1999,-1.3098875258249462e-05,0.00012278227628477622
NER,1980-1999,-0.00014700294652213443,0.00020739209267320785
ALA,1980-1999,1.74240471588947e-05,2.5295405884153765e-05
TTO,1980-1999,2.5094676308251559e-05,0.00011472640764649931
SUR,1980-1999,1.073655035749304e-05,0.00011568306894518356
GLP,1980-1999,1.2507525407399619e-05,9.1152338304044837e-05
BDI,1980-1999,4.956815743235407e-05,6.0928894131440183e-05
SGS,1980-1999,nan,nan
NIC,1980-1999,1.0828701523677757e-05,8.3322510814824981e-05
SP-,1980-1999,nan,nan
VGB,1980-1999,1.2509565539712163e-05,9.0137902637249566e-05
SLV,1980-1999,1.5291540678477172e-05,7.7267261770540686e-05
CMR,1980-1999,-2.9064595538816276e-06,8.7015940242872919e-05
FUND-EEU,1980-1999,4.3896616351521927e-06,1.5097178811435634e-05
MTQ,1980-1999,1.3728990788358817e-05,9.2473649069694063e-05
LVA,1980-1999,9.8587892651741871e-06,1.6909194698497288e-05
MYT,1980-1999,1.0006064143813373e-05,7.3681157706351967e-05
MCO,1980-1999,9.1002716066804407e-06,2.6948082522160614e-05
ABW,1980-1999,-1.8579699615362259e-06,9.7433746142719537e-05
GNQ,1980-1999,1.2479996906856778e-05,7.5449596066700571e-05
SYC,1980-1999,9.655672385525704e-06,9.3969294581663188e-05
KIR,1980-1999,1.9505645858999375e-07,0.00011062279408671264
ECU,1980-1999,9.4183155435821965e-06,6.3109130743966931e-05
LKA,1980-1999,5.1267804731403368e-06,9.1998474345189317e-05
GAB,1980-1999,1.1924003963232886e-05,9.0076905938237672e-05
MAC,1980-1999,5.6335428896631611e-07,5.8535730078234123e-05
MLI,1980-1999,-8.3547138556777371e-05,0.00013756431159408253
PRT,1980-1999,-1.4982327984866169e-06,2.0644184998545424e-05
VCT,1980-1999,1.2478554542170602e-05,9.137032832727173e-05
FIN,1980-1999,2.522307803226983e-05,2.8739827644230992e-05
KOR,1980-1999,-4.4877602349995201e-06,1.9767887896512802e-05
SYR,1980-1999,-1.3497466436339046e-05,5.4380301682002375e-05
VNM,1980-1999,-1.099506078168907e-05,7.3905066261056122e-05
CHE,1980-1999,3.1803093866381443e-06,1.221495188051526e-05
EGY,1980-1999,-6.6623450426327923e-06,6.8334436754286207e-05
TUN,1980-1999,-2.892878519648823e-06,4.5619500113692983e-05
FUND-ANZ,1980-1999,-5.082920395748908e-06,2.1344914743022337e-05
IRN,1980-1999,-1.4795357949397773e-05,4.9002808465202678e-05
TGO,1980-1999,-3.684948600272034e-05,0.00012249836915264681
SWE,1980-1999,1.3394993246049895e-05,1.8748696986484303e-05
FUND-LAM,1980-1999,8.780734787918313e-06,5.9744692520101142e-05
RUS,1980-1999,1.5454756615156187e-05,2.108178043793287e-05
IRQ,1980-1999,-8.9446166024306157e-05,0.0001296894358690665
HRV,1980-1999,1.5202256608895874e-06,1.8397283980573571e-05
SVN,1980-1999,-5.8912848631920923e-07,1.3604697207749545e-05
MOZ,1980-1999,6.1422918202387354e-06,7.2630968610245302e-05
SEN,1980-1999,-1.6505026871115239e-05,9.3172892389681771e-05
RWA,1980-1999,4.6399888292573667e-05,4.8197999843004363e-05
CCK,1980-1999,1.4730940362266011e-05,3.9947924928735092e-05
FUND-SSA,1980-1999,-8.0527090703807939e-06,8.2104504879827113e-05
BLZ,1980-1999,8.6175107242902303e-06,9.3767066079856917e-05
GEO,1980-1999,9.7307617351799664e-06,2.811511011820677e-05
GUF,1980-1999,1.0419489830764613e-05,0.00010061542616543745
BTN,1980-1999,9.8821376853715078e-06,2.269728583914008e-05
AUS,1980-1999,-5.4945090976638857e-06,2.3972447354089242e-05
MDA,1980-1999,1.5277495850776772e-05,3.1184886315959703e-05
VIR,1980-1999,1.1501004598854274e-05,9.3801463874000781e-05
MDV,1980-1999,1.7774076391219789e-05,6.6080246649706008e-05
HND,1980-1999,1.7384221061711655e-05,5.9149146656633471e-05
BHS,1980-1999,1.1343339813798209e-05,8.8577165240409628e-05
FJI,1980-1999,1.2470882270036389e-05,5.7904262890571223e-05
NRU,1980-1999,4.9725509279553295e-06,9.712029982361768e-05
NCL,1980-1999,4.8041651269071431e-06,3.8554180655872501e-05
FUND-#N/A,1980-1999,nan,nan
ARG,1980-1999,-1.7949233859520088e-07,2.9840631337202886e-05
ZWE,1980-1999,4.0435351336217106e-05,7.8534816195616672e-05
FLK,1980-1999,3.0976083056103272e-06,8.1529994941691624e-06
FRO,1980-1999,6.7278682233598476e-06,1.6459373162482607e-05
TKM,1980-1999,-1.5920575715462472e-05,4.7018582872351977e-05
ROU,1980-1999,5.491346510698054e-06,1.9378282263882372e-05
MNG,1980-1999,3.306781045873408e-05,5.6080305389619888e-05
MEX,1980-1999,5.1612491788249704e-06,4.736649357411625e-05
BRA,1980-1999,1.0369417637875111e-05,7.2165782763050027e-05
SVK,1980-1999,2.8147840603723107e-06,1.1849207337582236e-05
CZE,1980-1999,2.0963137639847836e-06,1.0753679750398996e-05
MDG,1980-1999,2.7272886588625207e-05,4.5603832867057612e-05
DZA,1980-1999,-2.7880793597511791e-06,4.1446801997125065e-05
COM,1980-1999,1.3747351095633597e-05,6.7658220426986487e-05
FUND-MDE,1980-1999,-1.6139255823222157e-05,5.4336372291832117e-05
NZL,1980-1999,-3.0383609684793375e-06,1.1612794368625347e-05
TUV,1980-1999,2.8304647003558018e-06,9.899006994849971e-05
ESP,1980-1999,-5.0706600841321135e-06,2.8266734951814438e-05
MRT,1980-1999,-6.8444386430017038e-05,0.00013085420516950727
SGP,1980-1999,2.9402560115576066e-05,0.00012365960712032608
CYM,1980-1999,7.4090673367651181e-06,0.00010729465065288458
NOR,1980-1999,2.4606275053203671e-05,3.0788531592072415e-05
CXR,1980-1999,1.4350718851093478e-05,2.7892732550385274e-05
PRI,1980-1999,1.6199009185816335e-05,9.3549902562160584e-05
ERI,1980-1999,1.3049796640285545e-06,8.4055796460384225e-05
GRD,1980-1999,1.3590197045545081e-05,9.5862085550072016e-05
TCA,1980-1999,1.0629581911836755e-05,7.2255049560349902e-05
MYS,1980-1999,1.3596419741076833e-05,9.9401624716351884e-05
GHA,1980-1999,-2.8052828874511242e-05,0.00011490104114959952
FSM,1980-1999,3.1244085936071996e-06,9.2191142056380018e-05
BGD,1980-1999,-1.1367133931051663e-05,7.1624490333463696e-05
IDN,1980-1999,1.1261650568407804e-06,9.9426085376925967e-05
OMN,1980-1999,-9.9122084546089135e-06,8.5019261635660464e-05
BEN,1980-1999,-4.1877174084308694e-05,0.00013037080528229987
FUND-CAN,1980-1999,1.3665432578200811e-05,1.4939700933054802e-05
CRI,1980-1999,1.2614389862996693e-05,6.2489024380628935e-05
LUX,1980-1999,5.3061986929403269e-06,2.3954492680694176e-05
GIB,1980-1999,1.0871469430954999e-05,3.9963705098033898e-05
CUB,1980-1999,6.6244323700187236e-06,0.00010802176454122414
BES,1980-1999,1.6335053069127091e-05,8.2442633590660983e-05
SLB,1980-1999,9.5193268253104501e-06,7.9134692184135155e-05
CIV,1980-1999,-1.0571171729754946e-05,9.7202900601159507e-05
DEU,1980-1999,2.6170179826245806e-07,9.8882312542033842e-06
WLF,1980-1999,8.8838268370670514e-06,6.6353857935685974e-05
SAU,1980-1999,-2.4729410475934038e-05,0.00010111406039627103
PRK,1980-1999,5.0080656085470352e-06,1.6653622586527893e-05
QAT,1980-1999,-2.2287796165746824e-05,9.7960406793072796e-05
JAM,1980-1999,1.4464199444345607e-05,0.00010220124644033124
ATA,1980-1999,nan,nan
FUND-JPK,1980-1999,-4.4412861209812578e-06,2.2233844336503257e-05
AZE,1980-1999,-6.0908492925591238e-06,3.8456006497186109e-05
MNP,1980-1999,5.4818847178466521e-06,8.7571870087779107e-05
ITA,1980-1999,-3.6101749476709403e-06,2.361662253263093e-05
ASM,1980-1999,1.0141133590198823e-05,4.9276029737195813e-05
SOM,1980-1999,-7.6625710456208979e-05,0.0001271637866243862
FUND-WEU,1980-1999,-4.2833826485224891e-07,1.3484471305903543e-05
KAZ,1980-1999,5.256842355518605e-06,2.3137528331407343e-05
PSE,1980-1999,9.2761931535690251e-06,4.8977133660128967e-05
LSO,1980-1999,2.5295823355983152e-05,3.3184754269922805e-05
NAM,1980-1999,9.2573311997292984e-06,5.851664719947282e-05
SMX,1980-1999,1.2337764078265325e-05,9.1131661933607582e-05
FUND-CAM,1980-1999,7.8072486103856095e-06,5.1205789201465086e-05
ISR,1980-1999,-2.8401774137592736e-06,5.1624606654537558e-05
MMR,1980-1999,-1.9212726049660259e-05,8.1331549809798761e-05
SJM,1980-1999,5.217397842368617e-05,0.00010608891848868197
IOT,1980-1999,nan,nan
LBN,1980-1999,-7.1235859836550954e-07,3.8794222925621175e-05
IMN,1980-1999,9.1101754693258225e-06,1.4552333592631089e-05
PAN,1980-1999,1.4233616575863554e-05,9.5384016811271891e-05
NFK,1980-1999,1.1041870860056544e-05,2.0474936775440948e-05
VAT,1980-1999,5.5866240646610246e-06,3.3291518232312569e-05
MNE,1980-1999,5.7220632095056461e-06,1.9733658205767104e-05
LBR,1980-1999,4.256858322511962e-06,8.1696038548001337e-05
KEN,1980-1999,2.8842737386429951e-05,5.4822472903934414e-05
JEY,1980-1999,1.0870758230342803e-05,1.6516982004132066e-05
MUS,1980-1999,7.6872962324560959e-06,4.3182588494349932e-05
BVT,1980-1999,nan,nan
GBR,1980-1999,6.2069941125091384e-07,7.1796674218874291e-06
CL-,1980-1999,nan,nan
KGZ,1980-1999,1.8422486517653032e-05,2.9920190787387883e-05
AUT,1980-1999,3.2136195480056436e-06,1.3420148839729814e-05
COL,1980-1999,1.0209285879150231e-05,5.8803747880807332e-05
USA,1980-1999,-3.4556975674220324e-06,2.7906341353523884e-05
ZAF,1980-1999,6.7605838445313179e-06,2.8680550927399492e-05
NIU,1980-1999,9.2897864962959979e-06,3.877059973911675e-05
CAF,1980-1999,-8.5741138571360601e-06,0.0001021734922575725
AFG,1980-1999,4.5645352029955615e-06,4.5291480965872636e-05
LTU,1980-1999,7.246829550344698e-06,1.4716556339584792e-05
JPN,1980-1999,-4.4217452957117144e-06,2.3627770437727049e-05
BOL,1980-1999,1.1842813158417587e-05,4.4974135753015498e-05
BIH,1980-1999,8.5159987439389941e-06,1.9624030189603019e-05
DJI,1980-1999,-9.2168182154498234e-05,0.00016042849036382052
TKL,1980-1999,-1.4077515656088874e-06,0.00013050391871874712
PNG,1980-1999,9.7084857694922335e-06,6.5773911443309371e-05
SDN,1980-1999,-0.00012792406365478665,0.00019530987331935312
PYF,1980-1999,3.4134680649991886e-06,3.8388094168685069e-05
HKG,1980-1999,-2.4338687241109769e-07,5.4160111629131784e-05
TLS,1980-1999,1.3640699746483411e-05,8.1793689492710235e-05
PRY,1980-1999,2.7606153712155087e-06,6.6789002988670997e-05
ALB,1980-1999,5.1917571697030636e-06,2.494455582936107e-05
